Entity,Code,Year,Age of electoral democracy
Kuwait,KWT,1973,not an electoral democracy
Kuwait,KWT,1974,not an electoral democracy
Kuwait,KWT,1975,not an electoral democracy
Kuwait,KWT,1976,not an electoral democracy
Kuwait,KWT,1977,not an electoral democracy
Kuwait,KWT,1978,not an electoral democracy
Kuwait,KWT,1979,not an electoral democracy
Kuwait,KWT,1980,not an electoral democracy
Kuwait,KWT,1981,not an electoral democracy
Kuwait,KWT,1982,not an electoral democracy
Kuwait,KWT,1983,not an electoral democracy
Kuwait,KWT,1984,not an electoral democracy
Kuwait,KWT,1985,not an electoral democracy
Kuwait,KWT,1986,not an electoral democracy
Kuwait,KWT,1987,not an electoral democracy
Kuwait,KWT,1988,not an electoral democracy
Kuwait,KWT,1989,not an electoral democracy
Kuwait,KWT,1990,not an electoral democracy
Kuwait,KWT,1991,not an electoral democracy
Kuwait,KWT,1992,not an electoral democracy
Kuwait,KWT,1993,not an electoral democracy
Kuwait,KWT,1994,not an electoral democracy
Kuwait,KWT,1995,not an electoral democracy
Kuwait,KWT,1996,not an electoral democracy
Kuwait,KWT,1997,not an electoral democracy
Kuwait,KWT,1998,not an electoral democracy
Kuwait,KWT,1999,not an electoral democracy
Kuwait,KWT,2000,not an electoral democracy
Kuwait,KWT,2001,not an electoral democracy
Kuwait,KWT,2002,not an electoral democracy
Kuwait,KWT,2003,not an electoral democracy
Kuwait,KWT,2004,not an electoral democracy
Kuwait,KWT,2005,not an electoral democracy
Kuwait,KWT,2006,not an electoral democracy
Kuwait,KWT,2007,not an electoral democracy
Kuwait,KWT,2008,not an electoral democracy
Kuwait,KWT,2009,not an electoral democracy
Kuwait,KWT,2010,not an electoral democracy
Kuwait,KWT,2011,not an electoral democracy
Kuwait,KWT,2012,not an electoral democracy
Kuwait,KWT,2013,not an electoral democracy
Kuwait,KWT,2014,not an electoral democracy
Kuwait,KWT,2015,not an electoral democracy
Kuwait,KWT,2016,not an electoral democracy
Kuwait,KWT,2017,not an electoral democracy
Kuwait,KWT,2018,not an electoral democracy
Kuwait,KWT,2019,not an electoral democracy
Kuwait,KWT,2020,not an electoral democracy
Kyrgyzstan,KGZ,1789,no data
Kyrgyzstan,KGZ,1790,no data
Kyrgyzstan,KGZ,1791,no data
Kyrgyzstan,KGZ,1792,no data
Kyrgyzstan,KGZ,1793,no data
Kyrgyzstan,KGZ,1794,no data
Kyrgyzstan,KGZ,1795,no data
Kyrgyzstan,KGZ,1796,no data
Kyrgyzstan,KGZ,1797,no data
Kyrgyzstan,KGZ,1798,no data
Kyrgyzstan,KGZ,1799,no data
Kyrgyzstan,KGZ,1800,no data
Kyrgyzstan,KGZ,1801,no data
Kyrgyzstan,KGZ,1802,no data
Kyrgyzstan,KGZ,1803,no data
Kyrgyzstan,KGZ,1804,no data
Kyrgyzstan,KGZ,1805,no data
Kyrgyzstan,KGZ,1806,no data
Kyrgyzstan,KGZ,1807,no data
Kyrgyzstan,KGZ,1808,no data
Kyrgyzstan,KGZ,1809,no data
Kyrgyzstan,KGZ,1810,no data
Kyrgyzstan,KGZ,1811,no data
Kyrgyzstan,KGZ,1812,no data
Kyrgyzstan,KGZ,1813,no data
Kyrgyzstan,KGZ,1814,no data
Kyrgyzstan,KGZ,1815,no data
Kyrgyzstan,KGZ,1816,no data
Kyrgyzstan,KGZ,1817,no data
Kyrgyzstan,KGZ,1818,no data
Kyrgyzstan,KGZ,1819,no data
Kyrgyzstan,KGZ,1820,no data
Kyrgyzstan,KGZ,1821,no data
Kyrgyzstan,KGZ,1822,no data
Kyrgyzstan,KGZ,1823,no data
Kyrgyzstan,KGZ,1824,no data
Kyrgyzstan,KGZ,1825,no data
Kyrgyzstan,KGZ,1826,no data
Kyrgyzstan,KGZ,1827,no data
Kyrgyzstan,KGZ,1828,no data
Kyrgyzstan,KGZ,1829,no data
Kyrgyzstan,KGZ,1830,no data
Kyrgyzstan,KGZ,1831,no data
Kyrgyzstan,KGZ,1832,no data
Kyrgyzstan,KGZ,1833,no data
Kyrgyzstan,KGZ,1834,no data
Kyrgyzstan,KGZ,1835,no data
Kyrgyzstan,KGZ,1836,no data
Kyrgyzstan,KGZ,1837,no data
Kyrgyzstan,KGZ,1838,no data
Kyrgyzstan,KGZ,1839,no data
Kyrgyzstan,KGZ,1840,no data
Kyrgyzstan,KGZ,1841,no data
Kyrgyzstan,KGZ,1842,no data
Kyrgyzstan,KGZ,1843,no data
Kyrgyzstan,KGZ,1844,no data
Kyrgyzstan,KGZ,1845,no data
Kyrgyzstan,KGZ,1846,no data
Kyrgyzstan,KGZ,1847,no data
Kyrgyzstan,KGZ,1848,no data
Kyrgyzstan,KGZ,1849,no data
Kyrgyzstan,KGZ,1850,no data
Kyrgyzstan,KGZ,1851,no data
Kyrgyzstan,KGZ,1852,no data
Kyrgyzstan,KGZ,1853,no data
Kyrgyzstan,KGZ,1854,no data
Kyrgyzstan,KGZ,1855,no data
Kyrgyzstan,KGZ,1856,no data
Kyrgyzstan,KGZ,1857,no data
Kyrgyzstan,KGZ,1858,no data
Kyrgyzstan,KGZ,1859,no data
Kyrgyzstan,KGZ,1860,no data
Kyrgyzstan,KGZ,1861,no data
Kyrgyzstan,KGZ,1862,no data
Kyrgyzstan,KGZ,1863,no data
Kyrgyzstan,KGZ,1864,no data
Kyrgyzstan,KGZ,1865,no data
Kyrgyzstan,KGZ,1866,no data
Kyrgyzstan,KGZ,1867,no data
Kyrgyzstan,KGZ,1868,no data
Kyrgyzstan,KGZ,1869,no data
Kyrgyzstan,KGZ,1870,no data
Kyrgyzstan,KGZ,1871,no data
Kyrgyzstan,KGZ,1872,no data
Kyrgyzstan,KGZ,1873,no data
Kyrgyzstan,KGZ,1874,no data
Kyrgyzstan,KGZ,1875,no data
Kyrgyzstan,KGZ,1876,not an electoral democracy
Kyrgyzstan,KGZ,1877,not an electoral democracy
Kyrgyzstan,KGZ,1878,not an electoral democracy
Kyrgyzstan,KGZ,1879,not an electoral democracy
Kyrgyzstan,KGZ,1880,not an electoral democracy
Kyrgyzstan,KGZ,1881,not an electoral democracy
Kyrgyzstan,KGZ,1882,not an electoral democracy
Kyrgyzstan,KGZ,1883,not an electoral democracy
Kyrgyzstan,KGZ,1884,not an electoral democracy
Kyrgyzstan,KGZ,1885,not an electoral democracy
Kyrgyzstan,KGZ,1886,not an electoral democracy
Kyrgyzstan,KGZ,1887,not an electoral democracy
Kyrgyzstan,KGZ,1888,not an electoral democracy
Kyrgyzstan,KGZ,1889,not an electoral democracy
Kyrgyzstan,KGZ,1890,not an electoral democracy
Kyrgyzstan,KGZ,1891,not an electoral democracy
Kyrgyzstan,KGZ,1892,not an electoral democracy
Kyrgyzstan,KGZ,1893,not an electoral democracy
Kyrgyzstan,KGZ,1894,not an electoral democracy
Kyrgyzstan,KGZ,1895,not an electoral democracy
Kyrgyzstan,KGZ,1896,not an electoral democracy
Kyrgyzstan,KGZ,1897,not an electoral democracy
Kyrgyzstan,KGZ,1898,not an electoral democracy
Kyrgyzstan,KGZ,1899,not an electoral democracy
Kyrgyzstan,KGZ,1900,not an electoral democracy
Kyrgyzstan,KGZ,1901,not an electoral democracy
Kyrgyzstan,KGZ,1902,not an electoral democracy
Kyrgyzstan,KGZ,1903,not an electoral democracy
Kyrgyzstan,KGZ,1904,not an electoral democracy
Kyrgyzstan,KGZ,1905,not an electoral democracy
Kyrgyzstan,KGZ,1906,not an electoral democracy
Kyrgyzstan,KGZ,1907,not an electoral democracy
Kyrgyzstan,KGZ,1908,not an electoral democracy
Kyrgyzstan,KGZ,1909,not an electoral democracy
Kyrgyzstan,KGZ,1910,not an electoral democracy
Kyrgyzstan,KGZ,1911,not an electoral democracy
Kyrgyzstan,KGZ,1912,not an electoral democracy
Kyrgyzstan,KGZ,1913,not an electoral democracy
Kyrgyzstan,KGZ,1914,not an electoral democracy
Kyrgyzstan,KGZ,1915,not an electoral democracy
Kyrgyzstan,KGZ,1916,not an electoral democracy
Kyrgyzstan,KGZ,1917,not an electoral democracy
Kyrgyzstan,KGZ,1918,not an electoral democracy
Kyrgyzstan,KGZ,1919,not an electoral democracy
Kyrgyzstan,KGZ,1920,not an electoral democracy
Kyrgyzstan,KGZ,1921,not an electoral democracy
Kyrgyzstan,KGZ,1922,not an electoral democracy
Kyrgyzstan,KGZ,1923,not an electoral democracy
Kyrgyzstan,KGZ,1924,not an electoral democracy
Kyrgyzstan,KGZ,1925,not an electoral democracy
Kyrgyzstan,KGZ,1926,not an electoral democracy
Kyrgyzstan,KGZ,1927,not an electoral democracy
Kyrgyzstan,KGZ,1928,not an electoral democracy
Kyrgyzstan,KGZ,1929,not an electoral democracy
Kyrgyzstan,KGZ,1930,not an electoral democracy
Kyrgyzstan,KGZ,1931,not an electoral democracy
Kyrgyzstan,KGZ,1932,not an electoral democracy
Kyrgyzstan,KGZ,1933,not an electoral democracy
Kyrgyzstan,KGZ,1934,not an electoral democracy
Kyrgyzstan,KGZ,1935,not an electoral democracy
Kyrgyzstan,KGZ,1936,not an electoral democracy
Kyrgyzstan,KGZ,1937,not an electoral democracy
Kyrgyzstan,KGZ,1938,not an electoral democracy
Kyrgyzstan,KGZ,1939,not an electoral democracy
Kyrgyzstan,KGZ,1940,not an electoral democracy
Kyrgyzstan,KGZ,1941,not an electoral democracy
Kyrgyzstan,KGZ,1942,not an electoral democracy
Kyrgyzstan,KGZ,1943,not an electoral democracy
Kyrgyzstan,KGZ,1944,not an electoral democracy
Kyrgyzstan,KGZ,1945,not an electoral democracy
Kyrgyzstan,KGZ,1946,not an electoral democracy
Kyrgyzstan,KGZ,1947,not an electoral democracy
Kyrgyzstan,KGZ,1948,not an electoral democracy
Kyrgyzstan,KGZ,1949,not an electoral democracy
Kyrgyzstan,KGZ,1950,not an electoral democracy
Kyrgyzstan,KGZ,1951,not an electoral democracy
Kyrgyzstan,KGZ,1952,not an electoral democracy
Kyrgyzstan,KGZ,1953,not an electoral democracy
Kyrgyzstan,KGZ,1954,not an electoral democracy
Kyrgyzstan,KGZ,1955,not an electoral democracy
Kyrgyzstan,KGZ,1956,not an electoral democracy
Kyrgyzstan,KGZ,1957,not an electoral democracy
Kyrgyzstan,KGZ,1958,not an electoral democracy
Kyrgyzstan,KGZ,1959,not an electoral democracy
Kyrgyzstan,KGZ,1960,not an electoral democracy
Kyrgyzstan,KGZ,1961,not an electoral democracy
Kyrgyzstan,KGZ,1962,not an electoral democracy
Kyrgyzstan,KGZ,1963,not an electoral democracy
Kyrgyzstan,KGZ,1964,not an electoral democracy
Kyrgyzstan,KGZ,1965,not an electoral democracy
Kyrgyzstan,KGZ,1966,not an electoral democracy
Kyrgyzstan,KGZ,1967,not an electoral democracy
Kyrgyzstan,KGZ,1968,not an electoral democracy
Kyrgyzstan,KGZ,1969,not an electoral democracy
Kyrgyzstan,KGZ,1970,not an electoral democracy
Kyrgyzstan,KGZ,1971,not an electoral democracy
Kyrgyzstan,KGZ,1972,not an electoral democracy
Kyrgyzstan,KGZ,1973,not an electoral democracy
Kyrgyzstan,KGZ,1974,not an electoral democracy
Kyrgyzstan,KGZ,1975,not an electoral democracy
Kyrgyzstan,KGZ,1976,not an electoral democracy
Kyrgyzstan,KGZ,1977,not an electoral democracy
Kyrgyzstan,KGZ,1978,not an electoral democracy
Kyrgyzstan,KGZ,1979,not an electoral democracy
Kyrgyzstan,KGZ,1980,not an electoral democracy
Kyrgyzstan,KGZ,1981,not an electoral democracy
Kyrgyzstan,KGZ,1982,not an electoral democracy
Kyrgyzstan,KGZ,1983,not an electoral democracy
Kyrgyzstan,KGZ,1984,not an electoral democracy
Kyrgyzstan,KGZ,1985,not an electoral democracy
Kyrgyzstan,KGZ,1986,not an electoral democracy
Kyrgyzstan,KGZ,1987,not an electoral democracy
Kyrgyzstan,KGZ,1988,not an electoral democracy
Kyrgyzstan,KGZ,1989,not an electoral democracy
Kyrgyzstan,KGZ,1990,not an electoral democracy
Kyrgyzstan,KGZ,1991,not an electoral democracy
Kyrgyzstan,KGZ,1992,not an electoral democracy
Kyrgyzstan,KGZ,1993,not an electoral democracy
Kyrgyzstan,KGZ,1994,not an electoral democracy
Kyrgyzstan,KGZ,1995,not an electoral democracy
Kyrgyzstan,KGZ,1996,not an electoral democracy
Kyrgyzstan,KGZ,1997,not an electoral democracy
Kyrgyzstan,KGZ,1998,not an electoral democracy
Kyrgyzstan,KGZ,1999,not an electoral democracy
Kyrgyzstan,KGZ,2000,not an electoral democracy
Kyrgyzstan,KGZ,2001,not an electoral democracy
Kyrgyzstan,KGZ,2002,not an electoral democracy
Kyrgyzstan,KGZ,2003,not an electoral democracy
Kyrgyzstan,KGZ,2004,not an electoral democracy
Kyrgyzstan,KGZ,2005,not an electoral democracy
Kyrgyzstan,KGZ,2006,not an electoral democracy
Kyrgyzstan,KGZ,2007,not an electoral democracy
Kyrgyzstan,KGZ,2008,not an electoral democracy
Kyrgyzstan,KGZ,2009,not an electoral democracy
Kyrgyzstan,KGZ,2010,not an electoral democracy
Kyrgyzstan,KGZ,2011,not an electoral democracy
Kyrgyzstan,KGZ,2012,not an electoral democracy
Kyrgyzstan,KGZ,2013,not an electoral democracy
Kyrgyzstan,KGZ,2014,not an electoral democracy
Kyrgyzstan,KGZ,2015,not an electoral democracy
Kyrgyzstan,KGZ,2016,not an electoral democracy
Kyrgyzstan,KGZ,2017,not an electoral democracy
Kyrgyzstan,KGZ,2018,not an electoral democracy
Kyrgyzstan,KGZ,2019,not an electoral democracy
Kyrgyzstan,KGZ,2020,not an electoral democracy
Laos,LAO,1789,not an electoral democracy
Laos,LAO,1790,not an electoral democracy
Laos,LAO,1791,not an electoral democracy
Laos,LAO,1792,not an electoral democracy
Laos,LAO,1793,not an electoral democracy
Laos,LAO,1794,not an electoral democracy
Laos,LAO,1795,not an electoral democracy
Laos,LAO,1796,not an electoral democracy
Laos,LAO,1797,not an electoral democracy
Laos,LAO,1798,not an electoral democracy
Laos,LAO,1799,not an electoral democracy
Laos,LAO,1800,not an electoral democracy
Laos,LAO,1801,not an electoral democracy
Laos,LAO,1802,not an electoral democracy
Laos,LAO,1803,not an electoral democracy
Laos,LAO,1804,not an electoral democracy
Laos,LAO,1805,not an electoral democracy
Laos,LAO,1806,not an electoral democracy
Laos,LAO,1807,not an electoral democracy
Laos,LAO,1808,not an electoral democracy
Laos,LAO,1809,not an electoral democracy
Laos,LAO,1810,not an electoral democracy
Laos,LAO,1811,not an electoral democracy
Laos,LAO,1812,not an electoral democracy
Laos,LAO,1813,not an electoral democracy
Laos,LAO,1814,not an electoral democracy
Laos,LAO,1815,not an electoral democracy
Laos,LAO,1816,not an electoral democracy
Laos,LAO,1817,not an electoral democracy
Laos,LAO,1818,not an electoral democracy
Laos,LAO,1819,not an electoral democracy
Laos,LAO,1820,not an electoral democracy
Laos,LAO,1821,not an electoral democracy
Laos,LAO,1822,not an electoral democracy
Laos,LAO,1823,not an electoral democracy
Laos,LAO,1824,not an electoral democracy
Laos,LAO,1825,not an electoral democracy
Laos,LAO,1826,not an electoral democracy
Laos,LAO,1827,not an electoral democracy
Laos,LAO,1828,not an electoral democracy
Laos,LAO,1829,not an electoral democracy
Laos,LAO,1830,not an electoral democracy
Laos,LAO,1831,not an electoral democracy
Laos,LAO,1832,not an electoral democracy
Laos,LAO,1833,not an electoral democracy
Laos,LAO,1834,not an electoral democracy
Laos,LAO,1835,not an electoral democracy
Laos,LAO,1836,not an electoral democracy
Laos,LAO,1837,not an electoral democracy
Laos,LAO,1838,not an electoral democracy
Laos,LAO,1839,not an electoral democracy
Laos,LAO,1840,not an electoral democracy
Laos,LAO,1841,not an electoral democracy
Laos,LAO,1842,not an electoral democracy
Laos,LAO,1843,not an electoral democracy
Laos,LAO,1844,not an electoral democracy
Laos,LAO,1845,not an electoral democracy
Laos,LAO,1846,not an electoral democracy
Laos,LAO,1847,not an electoral democracy
Laos,LAO,1848,not an electoral democracy
Laos,LAO,1849,not an electoral democracy
Laos,LAO,1850,not an electoral democracy
Laos,LAO,1851,not an electoral democracy
Laos,LAO,1852,not an electoral democracy
Laos,LAO,1853,not an electoral democracy
Laos,LAO,1854,not an electoral democracy
Laos,LAO,1855,not an electoral democracy
Laos,LAO,1856,not an electoral democracy
Laos,LAO,1857,not an electoral democracy
Laos,LAO,1858,not an electoral democracy
Laos,LAO,1859,not an electoral democracy
Laos,LAO,1860,not an electoral democracy
Laos,LAO,1861,not an electoral democracy
Laos,LAO,1862,not an electoral democracy
Laos,LAO,1863,not an electoral democracy
Laos,LAO,1864,not an electoral democracy
Laos,LAO,1865,not an electoral democracy
Laos,LAO,1866,not an electoral democracy
Laos,LAO,1867,not an electoral democracy
Laos,LAO,1868,not an electoral democracy
Laos,LAO,1869,not an electoral democracy
Laos,LAO,1870,not an electoral democracy
Laos,LAO,1871,not an electoral democracy
Laos,LAO,1872,not an electoral democracy
Laos,LAO,1873,not an electoral democracy
Laos,LAO,1874,not an electoral democracy
Laos,LAO,1875,not an electoral democracy
Laos,LAO,1876,not an electoral democracy
Laos,LAO,1877,not an electoral democracy
Laos,LAO,1878,not an electoral democracy
Laos,LAO,1879,not an electoral democracy
Laos,LAO,1880,not an electoral democracy
Laos,LAO,1881,not an electoral democracy
Laos,LAO,1882,not an electoral democracy
Laos,LAO,1883,not an electoral democracy
Laos,LAO,1884,not an electoral democracy
Laos,LAO,1885,not an electoral democracy
Laos,LAO,1886,not an electoral democracy
Laos,LAO,1887,not an electoral democracy
Laos,LAO,1888,not an electoral democracy
Laos,LAO,1889,not an electoral democracy
Laos,LAO,1890,not an electoral democracy
Laos,LAO,1891,not an electoral democracy
Laos,LAO,1892,not an electoral democracy
Laos,LAO,1893,no data
Laos,LAO,1894,no data
Laos,LAO,1895,no data
Laos,LAO,1896,no data
Laos,LAO,1897,no data
Laos,LAO,1898,no data
Laos,LAO,1899,no data
Laos,LAO,1900,not an electoral democracy
Laos,LAO,1901,not an electoral democracy
Laos,LAO,1902,not an electoral democracy
Laos,LAO,1903,not an electoral democracy
Laos,LAO,1904,not an electoral democracy
Laos,LAO,1905,not an electoral democracy
Laos,LAO,1906,not an electoral democracy
Laos,LAO,1907,not an electoral democracy
Laos,LAO,1908,not an electoral democracy
Laos,LAO,1909,not an electoral democracy
Laos,LAO,1910,not an electoral democracy
Laos,LAO,1911,not an electoral democracy
Laos,LAO,1912,not an electoral democracy
Laos,LAO,1913,not an electoral democracy
Laos,LAO,1914,not an electoral democracy
Laos,LAO,1915,not an electoral democracy
Laos,LAO,1916,not an electoral democracy
Laos,LAO,1917,not an electoral democracy
Laos,LAO,1918,not an electoral democracy
Laos,LAO,1919,not an electoral democracy
Laos,LAO,1920,not an electoral democracy
Laos,LAO,1921,not an electoral democracy
Laos,LAO,1922,not an electoral democracy
Laos,LAO,1923,not an electoral democracy
Laos,LAO,1924,not an electoral democracy
Laos,LAO,1925,not an electoral democracy
Laos,LAO,1926,not an electoral democracy
Laos,LAO,1927,not an electoral democracy
Laos,LAO,1928,not an electoral democracy
Laos,LAO,1929,not an electoral democracy
Laos,LAO,1930,not an electoral democracy
Laos,LAO,1931,not an electoral democracy
Laos,LAO,1932,not an electoral democracy
Laos,LAO,1933,not an electoral democracy
Laos,LAO,1934,not an electoral democracy
Laos,LAO,1935,not an electoral democracy
Laos,LAO,1936,not an electoral democracy
Laos,LAO,1937,not an electoral democracy
Laos,LAO,1938,not an electoral democracy
Laos,LAO,1939,not an electoral democracy
Laos,LAO,1940,not an electoral democracy
Laos,LAO,1941,not an electoral democracy
Laos,LAO,1942,not an electoral democracy
Laos,LAO,1943,not an electoral democracy
Laos,LAO,1944,not an electoral democracy
Laos,LAO,1945,not an electoral democracy
Laos,LAO,1946,not an electoral democracy
Laos,LAO,1947,not an electoral democracy
Laos,LAO,1948,not an electoral democracy
Laos,LAO,1949,not an electoral democracy
Laos,LAO,1950,not an electoral democracy
Laos,LAO,1951,not an electoral democracy
Laos,LAO,1952,not an electoral democracy
Laos,LAO,1953,not an electoral democracy
Laos,LAO,1954,not an electoral democracy
Laos,LAO,1955,not an electoral democracy
Laos,LAO,1956,not an electoral democracy
Laos,LAO,1957,not an electoral democracy
Laos,LAO,1958,not an electoral democracy
Laos,LAO,1959,not an electoral democracy
Laos,LAO,1960,not an electoral democracy
Laos,LAO,1961,not an electoral democracy
Laos,LAO,1962,not an electoral democracy
Laos,LAO,1963,not an electoral democracy
Laos,LAO,1964,not an electoral democracy
Laos,LAO,1965,not an electoral democracy
Laos,LAO,1966,not an electoral democracy
Laos,LAO,1967,not an electoral democracy
Laos,LAO,1968,not an electoral democracy
Laos,LAO,1969,not an electoral democracy
Laos,LAO,1970,not an electoral democracy
Laos,LAO,1971,not an electoral democracy
Laos,LAO,1972,not an electoral democracy
Laos,LAO,1973,not an electoral democracy
Laos,LAO,1974,not an electoral democracy
Laos,LAO,1975,not an electoral democracy
Laos,LAO,1976,not an electoral democracy
Laos,LAO,1977,not an electoral democracy
Laos,LAO,1978,not an electoral democracy
Laos,LAO,1979,not an electoral democracy
Laos,LAO,1980,not an electoral democracy
Laos,LAO,1981,not an electoral democracy
Laos,LAO,1982,not an electoral democracy
Laos,LAO,1983,not an electoral democracy
Laos,LAO,1984,not an electoral democracy
Laos,LAO,1985,not an electoral democracy
Laos,LAO,1986,not an electoral democracy
Laos,LAO,1987,not an electoral democracy
Laos,LAO,1988,not an electoral democracy
Laos,LAO,1989,not an electoral democracy
Laos,LAO,1990,not an electoral democracy
Laos,LAO,1991,not an electoral democracy
Laos,LAO,1992,not an electoral democracy
Laos,LAO,1993,not an electoral democracy
Laos,LAO,1994,not an electoral democracy
Laos,LAO,1995,not an electoral democracy
Laos,LAO,1996,not an electoral democracy
Laos,LAO,1997,not an electoral democracy
Laos,LAO,1998,not an electoral democracy
Laos,LAO,1999,not an electoral democracy
Laos,LAO,2000,not an electoral democracy
Laos,LAO,2001,not an electoral democracy
Laos,LAO,2002,not an electoral democracy
Laos,LAO,2003,not an electoral democracy
Laos,LAO,2004,not an electoral democracy
Laos,LAO,2005,not an electoral democracy
Laos,LAO,2006,not an electoral democracy
Laos,LAO,2007,not an electoral democracy
Laos,LAO,2008,not an electoral democracy
Laos,LAO,2009,not an electoral democracy
Laos,LAO,2010,not an electoral democracy
Laos,LAO,2011,not an electoral democracy
Laos,LAO,2012,not an electoral democracy
Laos,LAO,2013,not an electoral democracy
Laos,LAO,2014,not an electoral democracy
Laos,LAO,2015,not an electoral democracy
Laos,LAO,2016,not an electoral democracy
Laos,LAO,2017,not an electoral democracy
Laos,LAO,2018,not an electoral democracy
Laos,LAO,2019,not an electoral democracy
Laos,LAO,2020,not an electoral democracy
Latvia,LVA,1789,not an electoral democracy
Latvia,LVA,1790,not an electoral democracy
Latvia,LVA,1791,not an electoral democracy
Latvia,LVA,1792,not an electoral democracy
Latvia,LVA,1793,not an electoral democracy
Latvia,LVA,1794,not an electoral democracy
Latvia,LVA,1795,not an electoral democracy
Latvia,LVA,1796,not an electoral democracy
Latvia,LVA,1797,not an electoral democracy
Latvia,LVA,1798,not an electoral democracy
Latvia,LVA,1799,not an electoral democracy
Latvia,LVA,1800,not an electoral democracy
Latvia,LVA,1801,not an electoral democracy
Latvia,LVA,1802,not an electoral democracy
Latvia,LVA,1803,not an electoral democracy
Latvia,LVA,1804,not an electoral democracy
Latvia,LVA,1805,not an electoral democracy
Latvia,LVA,1806,not an electoral democracy
Latvia,LVA,1807,not an electoral democracy
Latvia,LVA,1808,not an electoral democracy
Latvia,LVA,1809,not an electoral democracy
Latvia,LVA,1810,not an electoral democracy
Latvia,LVA,1811,not an electoral democracy
Latvia,LVA,1812,not an electoral democracy
Latvia,LVA,1813,not an electoral democracy
Latvia,LVA,1814,not an electoral democracy
Latvia,LVA,1815,not an electoral democracy
Latvia,LVA,1816,not an electoral democracy
Latvia,LVA,1817,not an electoral democracy
Latvia,LVA,1818,not an electoral democracy
Latvia,LVA,1819,not an electoral democracy
Latvia,LVA,1820,not an electoral democracy
Latvia,LVA,1821,not an electoral democracy
Latvia,LVA,1822,not an electoral democracy
Latvia,LVA,1823,not an electoral democracy
Latvia,LVA,1824,not an electoral democracy
Latvia,LVA,1825,not an electoral democracy
Latvia,LVA,1826,not an electoral democracy
Latvia,LVA,1827,not an electoral democracy
Latvia,LVA,1828,not an electoral democracy
Latvia,LVA,1829,not an electoral democracy
Latvia,LVA,1830,not an electoral democracy
Latvia,LVA,1831,not an electoral democracy
Latvia,LVA,1832,not an electoral democracy
Latvia,LVA,1833,not an electoral democracy
Latvia,LVA,1834,not an electoral democracy
Latvia,LVA,1835,not an electoral democracy
Latvia,LVA,1836,not an electoral democracy
Latvia,LVA,1837,not an electoral democracy
Latvia,LVA,1838,not an electoral democracy
Latvia,LVA,1839,not an electoral democracy
Latvia,LVA,1840,not an electoral democracy
Latvia,LVA,1841,not an electoral democracy
Latvia,LVA,1842,not an electoral democracy
Latvia,LVA,1843,not an electoral democracy
Latvia,LVA,1844,not an electoral democracy
Latvia,LVA,1845,not an electoral democracy
Latvia,LVA,1846,not an electoral democracy
Latvia,LVA,1847,not an electoral democracy
Latvia,LVA,1848,not an electoral democracy
Latvia,LVA,1849,not an electoral democracy
Latvia,LVA,1850,not an electoral democracy
Latvia,LVA,1851,not an electoral democracy
Latvia,LVA,1852,not an electoral democracy
Latvia,LVA,1853,not an electoral democracy
Latvia,LVA,1854,not an electoral democracy
Latvia,LVA,1855,not an electoral democracy
Latvia,LVA,1856,not an electoral democracy
Latvia,LVA,1857,not an electoral democracy
Latvia,LVA,1858,not an electoral democracy
Latvia,LVA,1859,not an electoral democracy
Latvia,LVA,1860,not an electoral democracy
Latvia,LVA,1861,not an electoral democracy
Latvia,LVA,1862,not an electoral democracy
Latvia,LVA,1863,not an electoral democracy
Latvia,LVA,1864,not an electoral democracy
Latvia,LVA,1865,not an electoral democracy
Latvia,LVA,1866,not an electoral democracy
Latvia,LVA,1867,not an electoral democracy
Latvia,LVA,1868,not an electoral democracy
Latvia,LVA,1869,not an electoral democracy
Latvia,LVA,1870,not an electoral democracy
Latvia,LVA,1871,not an electoral democracy
Latvia,LVA,1872,not an electoral democracy
Latvia,LVA,1873,not an electoral democracy
Latvia,LVA,1874,not an electoral democracy
Latvia,LVA,1875,not an electoral democracy
Latvia,LVA,1876,not an electoral democracy
Latvia,LVA,1877,not an electoral democracy
Latvia,LVA,1878,not an electoral democracy
Latvia,LVA,1879,not an electoral democracy
Latvia,LVA,1880,not an electoral democracy
Latvia,LVA,1881,not an electoral democracy
Latvia,LVA,1882,not an electoral democracy
Latvia,LVA,1883,not an electoral democracy
Latvia,LVA,1884,not an electoral democracy
Latvia,LVA,1885,not an electoral democracy
Latvia,LVA,1886,not an electoral democracy
Latvia,LVA,1887,not an electoral democracy
Latvia,LVA,1888,not an electoral democracy
Latvia,LVA,1889,not an electoral democracy
Latvia,LVA,1890,not an electoral democracy
Latvia,LVA,1891,not an electoral democracy
Latvia,LVA,1892,not an electoral democracy
Latvia,LVA,1893,not an electoral democracy
Latvia,LVA,1894,not an electoral democracy
Latvia,LVA,1895,not an electoral democracy
Latvia,LVA,1896,not an electoral democracy
Latvia,LVA,1897,not an electoral democracy
Latvia,LVA,1898,not an electoral democracy
Latvia,LVA,1899,not an electoral democracy
Latvia,LVA,1900,not an electoral democracy
Latvia,LVA,1901,not an electoral democracy
Latvia,LVA,1902,not an electoral democracy
Latvia,LVA,1903,not an electoral democracy
Latvia,LVA,1904,not an electoral democracy
Latvia,LVA,1905,not an electoral democracy
Latvia,LVA,1906,not an electoral democracy
Latvia,LVA,1907,not an electoral democracy
Latvia,LVA,1908,not an electoral democracy
Latvia,LVA,1909,not an electoral democracy
Latvia,LVA,1910,not an electoral democracy
Latvia,LVA,1911,not an electoral democracy
